,Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
207359,52 56 Inverness Terrace Westminster Borough London W2 3LB United Kingdom,545,9/15/2015,8.0,Shaftesbury Hyde Park International, United Kingdom , Room size a bit small especially if there were two of you Desk for the business traveller but you have to put all the tea and coffee making facilities on the floor to be able to use it ,40,2907, Exceptionally clean Very good location ,7,8,7.5,"[' Business trip ', ' Solo traveler ', ' Deluxe Single Room ', ' Stayed 2 nights ']",688 day,51.5123968,-0.186124
460922,Staalmeesterslaan 410 Slotervaart 1057 PH Amsterdam Netherlands,926,4/14/2016,8.2,Ramada Apollo Amsterdam Centre, United Kingdom , Over all it was very good for a city break,11,5770, The staff were very helpful and pleasant the room was very basic for the price ,17,1,9.0,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",476 day,52.3681299,4.8440847
260775,92 rue de Vaugirard 6th arr 75006 Paris France,139,10/1/2016,8.1,Holiday Inn Paris Saint Germain des Pr s, United States of America , Everything was fine ,5,1407,No Positive,0,2,10.0,"[' Leisure trip ', ' Family with young children ', ' Standard Room ', ' Stayed 3 nights ']",306 day,48.846837,2.3258066
328801,Gran V a De Les Corts Catalanes 570 Eixample 08011 Barcelona Spain,325,4/4/2016,8.2,Sunotel Central, Lebanon , Very bad interior sound proofing any sound or noise from any room in the same floorcan be heared as well external sounds from the road and neighborhood,28,3870, The location is good,5,2,5.8,"[' Leisure trip ', ' Couple ', ' Basic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",486 day,41.3841429,2.1616896
428380,Rennweg 16 03 Landstra e 1030 Vienna Austria,370,6/26/2016,8.9,Austria Trend Hotel Savoyen Vienna, France , It was not close to the underground but right on a tram stop ,15,4016, The best hotel restaurant we have ever encountered Rooftop setting live piano music and excellent food Parking provided underground for a fee ,24,11,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",403 day,48.1950444,16.3844751
319470,Epping Forest 30 Oak Hill London IG8 9NY United Kingdom,193,4/12/2016,7.5,Best Western PLUS Epping Forest, United Kingdom , Nothing springs to mind,5,587, Clean comfortable room excellent breakfast,6,1,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",478 day,51.603207,0.010607
164021,37 Nottingham Place Westminster Borough London W1U 5LT United Kingdom,103,12/2/2016,8.2,Nottingham Place Hotel, United Kingdom , Nothing it s great,5,580, Lovely hotel all been refurbish and beautiful,8,11,10.0,"[' Leisure trip ', ' Family with young children ', ' Standard Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",244 day,51.522143,-0.153385
448559,Schulerstra e 10 01 Innere Stadt 1010 Vienna Austria,138,4/5/2017,9.3,Hotel K nig von Ungarn, Romania ,No Negative,0,1207, Maissonette offers great value for money and is excellent for families with kids,14,27,9.6,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",120 day,48.2082215,16.3751842
349162,Jan Luykenstraat 58 Oud Zuid 1071 CS Amsterdam Netherlands,170,8/2/2017,8.3,Bilderberg Hotel Jan Luyken, United States of America , Be nice if they had an exercise room Also would be nice to have a more extensive food selection,20,1207, Location and front desk staff especially Rens,8,6,7.5,"[' With a pet ', ' Leisure trip ', ' Couple ', ' Superior Double or Twin Room with Free Wifi ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1 days,52.3599196,4.8810128
232913,7 11 Queensberry Place Kensington and Chelsea London SW7 2DL United Kingdom,234,9/19/2016,6.9,Gainsborough Hotel, United Kingdom , The Reception is a disaster a nice lady who appears to be in total confusion I rang the hotel several times and the phone rang out with no one answering on two occasions The two big chairs in front of reception need moving and the reception area extending staff wander in and out interrupting the receptionist making the check in check out hard work Would help if person on duty could speak and understand english better,77,1884, A nice hotel close to Tube and amenities,9,4,7.1,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 2 nights ']",318 day,51.4948416,-0.1772056
251327,80 86 Belgrave Road Westminster Borough London SW1V 2BJ United Kingdom,391,7/5/2017,8.6,The Belgrave Hotel, United Kingdom ,No Negative,0,2685, Great location and friendly staff Superb choice of breakfast,10,18,10.0,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",29 days,51.4901051,-0.1381355
478214,Via Hoepli 6 Milan City Center 20121 Milan Italy,153,7/6/2016,8.2,Sina De La Ville, Canada , Nothing,2,1718, Really central Good bedding,5,52,10.0,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",393 day,45.465957,9.192297
304691,Corso Giacomo Matteotti 4 6 Milan City Center 20121 Milan Italy,122,7/20/2017,7.9,Boscolo Milano Autograph Collection, United States of America , too modern too many staff by the entry,9,1213, location,2,19,5.8,"[' Leisure trip ', ' Couple ', ' Deluxe Guest room 1 King or 2 Twin Single Bed s ', ' Stayed 3 nights ']",14 days,45.46676,9.194293
402703,Pelai 28 Ciutat Vella 08002 Barcelona Spain,532,8/19/2015,8.6,Catalonia Ramblas 4 Sup, United Kingdom , Air con too cold And couldn t be altered Tea milk in room not replenished each day and bathroom sink plug blocked and a bit smelly ,28,4276, Good position staff very courteous and quick to respond if there were any problems Pool was nice and terrace bar a welcome oasis of calm after a hot days sight seeing ,33,1,7.5,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",715 day,41.3856387,2.1668274
403951,Petersplatz 9 01 Innere Stadt 1010 Vienna Austria,173,11/24/2015,8.5,Hotel Wandl, United Kingdom , Nothing,2,1799, Good location cleanliness Helpful staff,6,4,9.6,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",618 day,48.2097026,16.3703902
87944,2 Bridge Place Victoria Westminster Borough London SW1V 1QA United Kingdom,660,7/6/2016,8.4,DoubleTree by Hilton London Victoria, United Kingdom , bacon too fat,4,2902, bed very comfortable,4,1,7.5,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']",393 day,51.49398,-0.143372
286312,Bergara 2 4 Eixample 08002 Barcelona Spain,334,7/14/2016,8.5,Hotel Regina, South Africa ,No Negative,0,2775, Nice breakfast and fantastic location ,7,12,8.8,"[' Leisure trip ', ' Family with older children ', ' Family Room 4 Adults ', ' Stayed 1 night ']",385 day,41.3858891,2.1681652
303664,Corso di Porta Romana 48 Milan City Center 20122 Milan Italy,123,8/30/2016,7.5,Hotel Lloyd, United Kingdom , Not much to comment value for money spent,9,1774, Loved the location and the attitude of te staff great job ,13,2,8.8,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",338 day,45.4580781,9.1924205
490509,Via Spadari 11 Milan City Center 20123 Milan Italy,100,7/17/2017,9.3,Hotel Spadari Al Duomo, United States of America ,No Negative,0,755, Everything was thought of we were treated wonderfully the breakfast was lovely and there were always cookies fruit and bottled water for guests The location was perfect close to everything We would definately return if in Milan again ,40,12,10.0,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",17 days,45.463579,9.1869092
372828,Lowndes Street Kensington and Chelsea London SW1X 9ES United Kingdom,205,12/11/2016,8.6,Jumeirah Lowndes Hotel, United Arab Emirates , No gym in the same building You need to access to the neighbour jumeirah hotel ,17,587, The location is very good and close to all major attractions within London with easy connection to the tube ,21,10,8.8,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",235 day,51.4993652,-0.1576613
204076,5 Threadneedle Street City of London London EC2R 8AY United Kingdom,132,12/2/2015,8.8,Threadneedles Autograph Collection, United Kingdom ,No Negative,0,390, Great location a few stops from the westend and close to all of London landmarks Really quiet in the city at the weekend ,25,4,8.8,"[' Leisure trip ', ' Couple ', ' One Bedroom Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",610 day,51.5140208,-0.0854919
194736,49 53 New Road Tower Hamlets London E1 1HH United Kingdom,187,5/12/2016,7.6,The Whitechapel, United Kingdom ,No Negative,0,830, The room was spacious and clean,7,1,7.9,"[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",448 day,51.5161286,-0.0624458
193803,47 Welbeck Street Westminster Borough London W1G 8DN United Kingdom,411,8/30/2016,8.9,The Marylebone Hotel, United Kingdom , Telephone booking Recently they seem to have difficulty understanding English when trying to book by phone possibly new untrained staff Not up to standard of the rest of hotel ,31,1738, I have stayed at Marylebone for many years as they always make you feel welcome ,17,4,10.0,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ']",338 day,51.5180207,-0.1500567
257771,9 11 rue Balzac 8th arr 75008 Paris France,59,7/11/2017,7.5,Hotel De Vigny, Australia ,No Negative,0,368, Very spacious comfortable ,5,7,9.6,"[' Leisure trip ', ' Couple ', ' Executive Room ', ' Stayed 4 nights ']",23 days,48.8738672,2.3005894
397099,Pas de Sota Muralla 9 Ciutat Vella 08003 Barcelona Spain,146,6/17/2016,9.2,H10 Port Vell 4 Sup, Sweden ,No Negative,0,1261, We celebrated our 10 year annivercary and recieved the little extra attention to make us very satisfied with our stay ,22,2,10.0,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",412 day,41.3815625,2.1838458
60835,152 Cricklewood Broadway Cricklewood London NW2 3ED United Kingdom,512,12/3/2015,8.0,Clayton Crown Hotel London, United Kingdom , There was not a thing that I didn t like ,12,2491, The hotel had a very welcoming feel and the rooms were fantastic,13,1,9.2,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",609 day,51.5561548,-0.2141824
130073,28 place des Vosges 3rd arr 75003 Paris France,74,9/1/2015,9.2,Le Pavillon de la Reine Spa, United Kingdom ,No Negative,0,376, How nice the room was and the bed was the best I ever slept in ,17,1,9.2,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",702 day,48.8562725,2.3660412
80723,19 25 Granville Place Marble Arch Westminster Borough London W1H 6PA United Kingdom,234,6/27/2017,8.0,Radisson Blu Edwardian Sussex, India ,No Negative,0,1295, It was really a very comfortable stay and with the Staff being as friendly as they were it did make my stay even more relaxing ,27,1,10.0,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 2 nights ']",37 days,51.5144381,-0.1558337
94710,2 Whitehall Court Westminster Borough London SW1A 2EJ United Kingdom,475,10/9/2015,8.9,The Royal Horseguards, United States of America , Why make people wait tone seated for breakfast when there are plenty of empty tables and it s a buffet ,22,2007, Room was clean and spacious Great location Staff other than breakfast staff were very helpful ,17,1,9.2,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",664 day,51.5054185,-0.1241499
400473,Passeig de Gracia 84 Eixample 08008 Barcelona Spain,393,4/27/2017,8.6,Royal Passeig de Gracia, Belarus ,No Negative,0,3823, Excellent terrace view to Barcelona s sites really good idea having bath with a window option for a restful and peaceful evening Location and facilities are very good too Definitely recommended place to stay a few days in the city ,42,4,9.2,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room with Terrace ', ' Stayed 3 nights ']",98 days,41.3946775,2.162638
2288,1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,11/1/2016,7.7,The Park Grand London Paddington, Ireland , Hot water working but worked out better for us in long run,13,4380, We actually didnt stay here They had a problem with hot water They transferred us over to Montcalm next to Liverpool St station with free brekkie and taxi over The original place did look brilliant from what I seen though,41,1,7.9,"[' Leisure trip ', ' Group ', ' Triple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",275 day,51.5142184,-0.1809032
8770,1 Inverness Terrace Westminster Borough London W2 3JP United Kingdom,1274,12/1/2016,7.7,Grand Royale London Hyde Park, Ireland , Single rooms too many stairs items towel holders safes mirrors when foggy too high 5 6 people Wardrobe unstable no headboard 1 4 loo roll need sliding door to ensuite not enough space dangerous at night,37,6539, Location showers breakfast,4,4,6.7,"[' Business trip ', ' Solo traveler ', ' Deluxe Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",245 day,51.5109945,-0.1863417
400191,Passeig de Gracia 68 Eixample 08007 Barcelona Spain,337,12/7/2016,8.9,Majestic Hotel Spa Barcelona GL, Canada , we smelled bad i dont no this word ,10,1769,No Positive,0,1,7.1,"[' Leisure trip ', ' Family with young children ', ' Two Bedroom Apartment ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",239 day,41.3935179,2.1639813
399629,Passeig de Gracia 132 Gr cia 08008 Barcelona Spain,101,6/8/2017,9.0,Hotel Casa Fuster G L Monumento, Malta ,No Negative,0,935, Rightly classified as 5 star as all the facilities and services are excellent,14,1,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room 1 2 Adults ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",56 days,41.3980162,2.1581229
410598,Piccadilly Westminster Borough London W1J 7BX United Kingdom,91,12/5/2016,8.1,Sheraton Grand London Park Lane, United Kingdom , Staff,2,376,No Positive,0,14,5.8,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",241 day,51.5092876,-0.1370062
